id,title,abstract,categories,authors,combined_text
0704.0681,Monitoring spatially heterogeneous dynamics in a drying colloidal thin film,"We report on a new type of experiment that enables us to monitor spatially and temporally heterogeneous dynamic properties in complex fluids. Our approach is based on the analysis of near-field speckles produced by light diffusely reflected from the superficial volume of a strongly scattering medium. By periodic modulation of an incident speckle beam we obtain pixel-wise ensemble averages of the structure function coefficient, a measure of the dynamic activity. To illustrate the application of our approach we follow the different stages in the drying process of a colloidal thin film. We show that we can access ensemble averaged dynamic properties on length scales as small as ten micrometers over the full field of view.",cond-mat.soft cond-mat.stat-mech physics.ins-det physics.optics,P. Zakharov and F. Scheffold,"Title: Monitoring spatially heterogeneous dynamics in a drying colloidal thin film. Authors: P. Zakharov and F. Scheffold. Categories: cond-mat.soft cond-mat.stat-mech physics.ins-det physics.optics. Abstract: We report on a new type of experiment that enables us to monitor spatially and temporally heterogeneous dynamic properties in complex fluids. Our approach is based on the analysis of near-field speckles produced by light diffusely reflected from the superficial volume of a strongly scattering medium. By periodic modulation of an incident speckle beam we obtain pixel-wise ensemble averages of the structure function coefficient, a measure of the dynamic activity. To illustrate the application of our approach we follow the different stages in the drying process of a colloidal thin film. We show that we can access ensemble averaged dynamic properties on length scales as small as ten micrometers over the full field of view."
0704.0682,Mapping the circumstellar SiO maser emission in R Leo,"The study of the innermost circumstellar layers around AGB stars is crucial to understand how these envelopes are formed and evolve. The SiO maser emission occurs at a few stellar radii from the central star, providing direct information on the stellar pulsation and on the chemical and physical properties of these regions. Our data also shed light on several aspects of the SiO maser pumping theory that are not well understood yet. We aim to determine} the relative spatial distribution of the 43 GHz and 86 GHz SiO maser lines in the oxygen-rich evolved star R Leo. We have imaged with milliarcsecond resolution, by means of Very Long Baseline Interferometry, the 43 GHz (28SiO v=1, 2 J=1-0 and 29SiO v=0 J=1-0) and 86 GHz (28SiO v=1 J=2-1 and 29SiO v=0 J=2-1) masing regions. We confirm previous results obtained in other oxygen-rich envelopes. In particular, when comparing the 43 GHz emitting regions, the 28SiO v=2 transition is produced in an inner layer, closer to the central star. On the other hand, the 86 GHz line arises in a clearly farther shell. We have also mapped for the first time the 29SiO v=0 J=1-0 emission in R Leo. The already reported discrepancy between the observed distributions of the different maser lines and the theoretical predictions is also found in R Leo.",astro-ph,"R.Soria-Ruiz (1), J.Alcolea (2), F.Colomer (2), V.Bujarrabal (2) and J.-F.Desmurs (2) ((1) Joint Institute for VLBI in Europe-The Netherlands, (2) Observatorio Astronomico Nacional-Spain)","Title: Mapping the circumstellar SiO maser emission in R Leo. Authors: R.Soria-Ruiz (1), J.Alcolea (2), F.Colomer (2), V.Bujarrabal (2) and J.-F.Desmurs (2) ((1) Joint Institute for VLBI in Europe-The Netherlands, (2) Observatorio Astronomico Nacional-Spain). Categories: astro-ph. Abstract: The study of the innermost circumstellar layers around AGB stars is crucial to understand how these envelopes are formed and evolve. The SiO maser emission occurs at a few stellar radii from the central star, providing direct information on the stellar pulsation and on the chemical and physical properties of these regions. Our data also shed light on several aspects of the SiO maser pumping theory that are not well understood yet. We aim to determine} the relative spatial distribution of the 43 GHz and 86 GHz SiO maser lines in the oxygen-rich evolved star R Leo. We have imaged with milliarcsecond resolution, by means of Very Long Baseline Interferometry, the 43 GHz (28SiO v=1, 2 J=1-0 and 29SiO v=0 J=1-0) and 86 GHz (28SiO v=1 J=2-1 and 29SiO v=0 J=2-1) masing regions. We confirm previous results obtained in other oxygen-rich envelopes. In particular, when comparing the 43 GHz emitting regions, the 28SiO v=2 transition is produced in an inner layer, closer to the central star. On the other hand, the 86 GHz line arises in a clearly farther shell. We have also mapped for the first time the 29SiO v=0 J=1-0 emission in R Leo. The already reported discrepancy between the observed distributions of the different maser lines and the theoretical predictions is also found in R Leo."
0704.0683,Partially disordered state near ferromagnetic transition in MnSi,"The polarized neutron scattering in helimagnetic MnSi at low $T$ reveals existence of a partially disordered chiral state at ambient pressure in the magnetic field applied along $<111>$ axis below the first order transition to the non-chiral ferromagnetic state. This unexpected phenomenon is explained by the analysis of the spin-wave spectrum. We demonstrate that the square of the spin-wave gap becomes negative under magnetic field applied along $<111>$ and $<110>$ but not along the $<100>$ direction. It is a result of competition between the spin-wave interaction and cubic anisotropy. This negative sign means an instability of the spin wave spectrum for the helix and leads to a destruction of the helical order, giving rise to the partially disordered state below the first order ferromagnetic transition.",cond-mat.str-el,S.V. Maleyev S.V. Grigoriev,"Title: Partially disordered state near ferromagnetic transition in MnSi. Authors: S.V. Maleyev S.V. Grigoriev. Categories: cond-mat.str-el. Abstract: The polarized neutron scattering in helimagnetic MnSi at low $T$ reveals existence of a partially disordered chiral state at ambient pressure in the magnetic field applied along $<111>$ axis below the first order transition to the non-chiral ferromagnetic state. This unexpected phenomenon is explained by the analysis of the spin-wave spectrum. We demonstrate that the square of the spin-wave gap becomes negative under magnetic field applied along $<111>$ and $<110>$ but not along the $<100>$ direction. It is a result of competition between the spin-wave interaction and cubic anisotropy. This negative sign means an instability of the spin wave spectrum for the helix and leads to a destruction of the helical order, giving rise to the partially disordered state below the first order ferromagnetic transition."
0704.0684,Fluctuations in glassy systems,"We summarize a theoretical framework based on global time-reparametrization invariance that explains the origin of dynamic fluctuations in glassy systems. We introduce the main ideas without getting into much technical details. We describe a number of consequences arising from this scenario that can be tested numerically and experimentally distinguishing those that can also be explained by other mechanisms from the ones that we believe, are special to our proposal. We support our claims by presenting some numerical checks performed on the 3d Edwards-Anderson spin-glass. Finally, we discuss up to which extent these ideas apply to super-cooled liquids that have been studied in much more detail up to present.",cond-mat.dis-nn cond-mat.stat-mech,Claudio Chamon and Leticia F. Cugliandolo,"Title: Fluctuations in glassy systems. Authors: Claudio Chamon and Leticia F. Cugliandolo. Categories: cond-mat.dis-nn cond-mat.stat-mech. Abstract: We summarize a theoretical framework based on global time-reparametrization invariance that explains the origin of dynamic fluctuations in glassy systems. We introduce the main ideas without getting into much technical details. We describe a number of consequences arising from this scenario that can be tested numerically and experimentally distinguishing those that can also be explained by other mechanisms from the ones that we believe, are special to our proposal. We support our claims by presenting some numerical checks performed on the 3d Edwards-Anderson spin-glass. Finally, we discuss up to which extent these ideas apply to super-cooled liquids that have been studied in much more detail up to present."
0704.0685,A generalization of Chebyshev polynomials and non rooted posets,"In this paper we give a generalization of Chebyshev polynomials and using this we describe the M\""obius function of the generalized subword order from a poset {a1,...as,c |ai<c}, which contains an affirmative answer for the conjecture by Bj\""orner, Sagan, Vatter.[5,10]",math.CO,Masaya Tomie,"Title: A generalization of Chebyshev polynomials and non rooted posets. Authors: Masaya Tomie. Categories: math.CO. Abstract: In this paper we give a generalization of Chebyshev polynomials and using this we describe the M\""obius function of the generalized subword order from a poset {a1,...as,c |ai<c}, which contains an affirmative answer for the conjecture by Bj\""orner, Sagan, Vatter.[5,10]"
0704.0686,Statistical analysis of weighted networks,"The purpose of this paper is to assess the statistical characterization of weighted networks in terms of the generalization of the relevant parameters, namely average path length, degree distribution and clustering coefficient. Although the degree distribution and the average path length admit straightforward generalizations, for the clustering coefficient several different definitions have been proposed in the literature. We examined the different definitions and identified the similarities and differences between them. In order to elucidate the significance of different definitions of the weighted clustering coefficient, we studied their dependence on the weights of the connections. For this purpose, we introduce the relative perturbation norm of the weights as an index to assess the weight distribution. This study revealed new interesting statistical regularities in terms of the relative perturbation norm useful for the statistical characterization of weighted graphs.",physics.soc-ph,"Antoniou Ioannis, Tsompa Eleni","Title: Statistical analysis of weighted networks. Authors: Antoniou Ioannis, Tsompa Eleni. Categories: physics.soc-ph. Abstract: The purpose of this paper is to assess the statistical characterization of weighted networks in terms of the generalization of the relevant parameters, namely average path length, degree distribution and clustering coefficient. Although the degree distribution and the average path length admit straightforward generalizations, for the clustering coefficient several different definitions have been proposed in the literature. We examined the different definitions and identified the similarities and differences between them. In order to elucidate the significance of different definitions of the weighted clustering coefficient, we studied their dependence on the weights of the connections. For this purpose, we introduce the relative perturbation norm of the weights as an index to assess the weight distribution. This study revealed new interesting statistical regularities in terms of the relative perturbation norm useful for the statistical characterization of weighted graphs."
0704.0687,Finite dimensionality of 2-D micropolar fluid flow with periodic boundary conditions,"This paper is devoted to describe the finite-dimensionality of a two-dimensional micropolar fluid flow with periodic boundary conditions. We define the notions of determining modes and nodes and estimate the number of them, we also estimate the dimension of the global attractor. Finally we compare our results with analogous results for Navier-Stokes equation.",math.AP math-ph math.MP,Piotr Szopa,"Title: Finite dimensionality of 2-D micropolar fluid flow with periodic boundary conditions. Authors: Piotr Szopa. Categories: math.AP math-ph math.MP. Abstract: This paper is devoted to describe the finite-dimensionality of a two-dimensional micropolar fluid flow with periodic boundary conditions. We define the notions of determining modes and nodes and estimate the number of them, we also estimate the dimension of the global attractor. Finally we compare our results with analogous results for Navier-Stokes equation."
0704.0688,Strong Spherical Asymptotics for Rotor-Router Aggregation and the Divisible Sandpile,"The rotor-router model is a deterministic analogue of random walk. It can be used to define a deterministic growth model analogous to internal DLA. We prove that the asymptotic shape of this model is a Euclidean ball, in a sense which is stronger than our earlier work. For the shape consisting of $n=\omega_d r^d$ sites, where $\omega_d$ is the volume of the unit ball in $\R^d$, we show that the inradius of the set of occupied sites is at least $r-O(\log r)$, while the outradius is at most $r+O(r^\alpha)$ for any $\alpha > 1-1/d$. For a related model, the divisible sandpile, we show that the domain of occupied sites is a Euclidean ball with error in the radius a constant independent of the total mass. For the classical abelian sandpile model in two dimensions, with $n=\pi r^2$ particles, we show that the inradius is at least $r/\sqrt{3}$, and the outradius is at most $(r+o(r))/\sqrt{2}$. This improves on bounds of Le Borgne and Rossin. Similar bounds apply in higher dimensions.",math.PR cond-mat.stat-mech math-ph math.CO math.MP,Lionel Levine and Yuval Peres,"Title: Strong Spherical Asymptotics for Rotor-Router Aggregation and the Divisible Sandpile. Authors: Lionel Levine and Yuval Peres. Categories: math.PR cond-mat.stat-mech math-ph math.CO math.MP. Abstract: The rotor-router model is a deterministic analogue of random walk. It can be used to define a deterministic growth model analogous to internal DLA. We prove that the asymptotic shape of this model is a Euclidean ball, in a sense which is stronger than our earlier work. For the shape consisting of $n=\omega_d r^d$ sites, where $\omega_d$ is the volume of the unit ball in $\R^d$, we show that the inradius of the set of occupied sites is at least $r-O(\log r)$, while the outradius is at most $r+O(r^\alpha)$ for any $\alpha > 1-1/d$. For a related model, the divisible sandpile, we show that the domain of occupied sites is a Euclidean ball with error in the radius a constant independent of the total mass. For the classical abelian sandpile model in two dimensions, with $n=\pi r^2$ particles, we show that the inradius is at least $r/\sqrt{3}$, and the outradius is at most $(r+o(r))/\sqrt{2}$. This improves on bounds of Le Borgne and Rossin. Similar bounds apply in higher dimensions."
0704.0689,Study on Correlations between the Twin Kilohertz Quasi-periodic Oscillations in Low-mass X-ray Binaries,"The recently updated data of the twin kilohertz quasi-periodic oscillations (kHz QPOs) in the neutron star low-mass X-ray binaries are analyzed. The power-law fitting $\nu_{1}=a(\nu_{2}/1000)^{b}$ and linear fitting $\nu_{2}=A\nu_{1}+B$ are applied, individually, to the data points of four Z sources (GX 17+2, GX 340+0, GX 5-1 and Sco X-1) and four Atoll sources (4U 0614+09, 4U 1608-52, 4U 1636-53 and 4U 1728-34). The $\chi^{2}$-tests show that the power-law correlation and linear correlation both can fit data well. Moreover, the comparisons between the data and the theoretical models for kHz QPOs are discussed.",astro-ph,H. X. Yin and Y. H. Zhao,"Title: Study on Correlations between the Twin Kilohertz Quasi-periodic Oscillations in Low-mass X-ray Binaries. Authors: H. X. Yin and Y. H. Zhao. Categories: astro-ph. Abstract: The recently updated data of the twin kilohertz quasi-periodic oscillations (kHz QPOs) in the neutron star low-mass X-ray binaries are analyzed. The power-law fitting $\nu_{1}=a(\nu_{2}/1000)^{b}$ and linear fitting $\nu_{2}=A\nu_{1}+B$ are applied, individually, to the data points of four Z sources (GX 17+2, GX 340+0, GX 5-1 and Sco X-1) and four Atoll sources (4U 0614+09, 4U 1608-52, 4U 1636-53 and 4U 1728-34). The $\chi^{2}$-tests show that the power-law correlation and linear correlation both can fit data well. Moreover, the comparisons between the data and the theoretical models for kHz QPOs are discussed."
0704.0690,Fuzzballs with internal excitations,"We construct general 2-charge D1-D5 horizon-free non-singular solutions of IIB supergravity on T^4 and K3 describing fuzzballs with excitations in the internal manifold; these excitations are characterized by arbitrary curves. The solutions are obtained via dualities from F1-P solutions of heterotic and type IIB on T^4 for the K3 and T^4 cases, respectively. We compute the holographic data encoded in these solutions, and show that the internal excitations are captured by vevs of chiral primaries associated with the middle cohomology of T^4 or K3. We argue that each geometry is dual to a specific superposition of R ground states determined in terms of the Fourier coefficients of the curves defining the supergravity solution. We compute vevs of chiral primaries associated with the middle cohomology and show that they indeed acquire vevs in the superpositions corresponding to fuzzballs with internal excitations, in accordance with the holographic results. We also address the question of whether the fuzzball program can be implemented consistently within supergravity.",hep-th,"Ingmar Kanitscheider, Kostas Skenderis and Marika Taylor","Title: Fuzzballs with internal excitations. Authors: Ingmar Kanitscheider, Kostas Skenderis and Marika Taylor. Categories: hep-th. Abstract: We construct general 2-charge D1-D5 horizon-free non-singular solutions of IIB supergravity on T^4 and K3 describing fuzzballs with excitations in the internal manifold; these excitations are characterized by arbitrary curves. The solutions are obtained via dualities from F1-P solutions of heterotic and type IIB on T^4 for the K3 and T^4 cases, respectively. We compute the holographic data encoded in these solutions, and show that the internal excitations are captured by vevs of chiral primaries associated with the middle cohomology of T^4 or K3. We argue that each geometry is dual to a specific superposition of R ground states determined in terms of the Fourier coefficients of the curves defining the supergravity solution. We compute vevs of chiral primaries associated with the middle cohomology and show that they indeed acquire vevs in the superpositions corresponding to fuzzballs with internal excitations, in accordance with the holographic results. We also address the question of whether the fuzzball program can be implemented consistently within supergravity."
0704.0691,"Birth, survival and death of languages by Monte Carlo simulation","Simulations of physicists for the competition between adult languages since 2003 are reviewed. How many languages are spoken by how many people? How many languages are contained in various language families? How do language similarities decay with geographical distance, and what effects do natural boundaries have? New simulations of bilinguality are given in an appendix.",physics.soc-ph,"C. Schulze, D. Stauffer, S. Wichmann","Title: Birth, survival and death of languages by Monte Carlo simulation. Authors: C. Schulze, D. Stauffer, S. Wichmann. Categories: physics.soc-ph. Abstract: Simulations of physicists for the competition between adult languages since 2003 are reviewed. How many languages are spoken by how many people? How many languages are contained in various language families? How do language similarities decay with geographical distance, and what effects do natural boundaries have? New simulations of bilinguality are given in an appendix."
0704.0692,Rigorous derivation of the mean field Green functions of the two-band Hubbard model of superconductivity,"The Green function (GF) equation of motion technique for solving the effective two-band Hubbard model of high-T_c superconductivity in cuprates [N.M. Plakida et al., Phys. Rev. B, v. 51, 16599 (1995); JETP, v. 97, 331 (2003)] rests on the Hubbard operator (HO) algebra. We show that, if we take into account the invariance to translations and spin reversal, the HO algebra results in invariance properties of several specific correlation functions. The use of these properties allows rigorous derivation and simplification of the expressions of the frequency matrix (FM) and of the generalized mean field approximation (GMFA) Green functions (GFs) of the model. For the normal singlet hopping and anomalous exchange pairing correlation functions which enter the FM and GMFA-GFs, an approximation procedure based on the identification and elimination of exponentially small quantities is described. It secures the reduction of the correlation order to GMFA-GF expressions.",cond-mat.supr-con cond-mat.str-el,"Gh. Adam and S. Adam (LIT-JINR, Dubna, Russia and IFIN-HH, Magurele-Bucharest, Romania)","Title: Rigorous derivation of the mean field Green functions of the two-band Hubbard model of superconductivity. Authors: Gh. Adam and S. Adam (LIT-JINR, Dubna, Russia and IFIN-HH, Magurele-Bucharest, Romania). Categories: cond-mat.supr-con cond-mat.str-el. Abstract: The Green function (GF) equation of motion technique for solving the effective two-band Hubbard model of high-T_c superconductivity in cuprates [N.M. Plakida et al., Phys. Rev. B, v. 51, 16599 (1995); JETP, v. 97, 331 (2003)] rests on the Hubbard operator (HO) algebra. We show that, if we take into account the invariance to translations and spin reversal, the HO algebra results in invariance properties of several specific correlation functions. The use of these properties allows rigorous derivation and simplification of the expressions of the frequency matrix (FM) and of the generalized mean field approximation (GMFA) Green functions (GFs) of the model. For the normal singlet hopping and anomalous exchange pairing correlation functions which enter the FM and GMFA-GFs, an approximation procedure based on the identification and elimination of exponentially small quantities is described. It secures the reduction of the correlation order to GMFA-GF expressions."
0704.0693,Geometry Effects at Atomic-Size Aluminium Contacts,"We present electronic structure calculations for aluminium nanocontacts. Addressing the neck of the contact, we compare characteristic geometries to investigate the effects of the local aluminium coordination on the electronic states. We find that the Al 3pz states are very sensitive against modifications of the orbital overlap, which has serious consequences for the transport properties. Stretching of the contact shifts states towards the Fermi energy, leaving the system instable against ferromagnetic ordering. By spacial restriction, hybridization is locally suppressed at nanocontacts and the charge neutrality is violated. We discuss the influence of mechanical stress by means of quantitative results for the charge transfer.",cond-mat.mes-hall,Udo Schwingenschloegl and Cosima Schuster,"Title: Geometry Effects at Atomic-Size Aluminium Contacts. Authors: Udo Schwingenschloegl and Cosima Schuster. Categories: cond-mat.mes-hall. Abstract: We present electronic structure calculations for aluminium nanocontacts. Addressing the neck of the contact, we compare characteristic geometries to investigate the effects of the local aluminium coordination on the electronic states. We find that the Al 3pz states are very sensitive against modifications of the orbital overlap, which has serious consequences for the transport properties. Stretching of the contact shifts states towards the Fermi energy, leaving the system instable against ferromagnetic ordering. By spacial restriction, hybridization is locally suppressed at nanocontacts and the charge neutrality is violated. We discuss the influence of mechanical stress by means of quantitative results for the charge transfer."
0704.0694,Current - voltage characteristics of break junctions of high-$T_c$ superconductors,"The current-voltage ($I$-$V$) characteristics of break junctions of polycrystalline La$_{1.85}$Sr$_{0.15}$CuO$_4$, Y$_{0.75}$Lu$_{0.25}$Ba$_2$Cu$_3$O$_{7-\delta}$, Bi$_{1.8}$Pb$_{0.3}$Sr$_{1.9}$Ca$_2$Cu$_3$O$_x$ and composite YBa$_2$Cu$_3$O$_{7-\delta}$ + Ag are investigated. The experimental $I$-$V$ curves exhibit the specific peculiarities of superconductor/normal-metal/superconductor junctions. The relation between an $I$-$V$ characteristic of network of weak links and $I$-$V$ dependencies of typical weak links is suggested to describe the experimental data. The $I$-$V$ curves of typical weak links are calculated by the K\""{u}mmel - Gunsenheimer - Nicolsky model considering the multiple Andreev reflections.",cond-mat.supr-con cond-mat.dis-nn,"D M Gokhfeld, D A Balaev, K A Shaykhutdinov, S I Popkov, M I Petrov","Title: Current - voltage characteristics of break junctions of high-$T_c$ superconductors. Authors: D M Gokhfeld, D A Balaev, K A Shaykhutdinov, S I Popkov, M I Petrov. Categories: cond-mat.supr-con cond-mat.dis-nn. Abstract: The current-voltage ($I$-$V$) characteristics of break junctions of polycrystalline La$_{1.85}$Sr$_{0.15}$CuO$_4$, Y$_{0.75}$Lu$_{0.25}$Ba$_2$Cu$_3$O$_{7-\delta}$, Bi$_{1.8}$Pb$_{0.3}$Sr$_{1.9}$Ca$_2$Cu$_3$O$_x$ and composite YBa$_2$Cu$_3$O$_{7-\delta}$ + Ag are investigated. The experimental $I$-$V$ curves exhibit the specific peculiarities of superconductor/normal-metal/superconductor junctions. The relation between an $I$-$V$ characteristic of network of weak links and $I$-$V$ dependencies of typical weak links is suggested to describe the experimental data. The $I$-$V$ curves of typical weak links are calculated by the K\""{u}mmel - Gunsenheimer - Nicolsky model considering the multiple Andreev reflections."
0704.0695,Photon splitting in a laser field,"Photon splitting due to vacuum polarization in a laser field is considered. Using an operator technique, we derive the amplitudes for arbitrary strength, spectral content and polarization of the laser field. The case of a monochromatic circularly polarized laser field is studied in detail and the amplitudes are obtained as three-fold integrals. The asymptotic behavior of the amplitudes for various limits of interest are investigated also in the case of a linearly polarized laser field. Using the obtained results, the possibility of experimental observation of the process is discussed.",hep-ph physics.atom-ph,"A. Di Piazza, A. I. Milstein and C. H. Keitel","Title: Photon splitting in a laser field. Authors: A. Di Piazza, A. I. Milstein and C. H. Keitel. Categories: hep-ph physics.atom-ph. Abstract: Photon splitting due to vacuum polarization in a laser field is considered. Using an operator technique, we derive the amplitudes for arbitrary strength, spectral content and polarization of the laser field. The case of a monochromatic circularly polarized laser field is studied in detail and the amplitudes are obtained as three-fold integrals. The asymptotic behavior of the amplitudes for various limits of interest are investigated also in the case of a linearly polarized laser field. Using the obtained results, the possibility of experimental observation of the process is discussed."
0704.0696,Phonon instability and structural phase transition in Vanadium under high pressure,"Results of the first-principles calculations are presented for the group-VB metals V, Nb and Ta up to couple of megabar pressure. An unique structural phase transition sequence BCC-->(at 60 GPa) rhombohedral (angle=110.5 degree)-->(at ~ 160 GPa)rhombohedral(angle=108.5 degree)--> (at ~ 430 GPa) BCC is predicted in V. We also find that BCC-V becomes mechanically and vibrationally unstable at around 112 GPa pressure. Similar transitions are absent in Nb and Ta.",cond-mat.mtrl-sci,Ashok K. Verma and P. Modak,"Title: Phonon instability and structural phase transition in Vanadium under high pressure. Authors: Ashok K. Verma and P. Modak. Categories: cond-mat.mtrl-sci. Abstract: Results of the first-principles calculations are presented for the group-VB metals V, Nb and Ta up to couple of megabar pressure. An unique structural phase transition sequence BCC-->(at 60 GPa) rhombohedral (angle=110.5 degree)-->(at ~ 160 GPa)rhombohedral(angle=108.5 degree)--> (at ~ 430 GPa) BCC is predicted in V. We also find that BCC-V becomes mechanically and vibrationally unstable at around 112 GPa pressure. Similar transitions are absent in Nb and Ta."
0704.0697,CP violation due to multi Froggatt-Nielsen fields,"We study how to incorporate CP violation in the Froggatt--Nielsen (FN) mechanism. To this end, we introduce non-renormalizable interactions with a flavor democratic structure to the fermion mass generation sector. It is found that at least two iso-singlet scalar fields with imposed a discrete symmetry are necessary to generate CP violation due to the appearance of the relative phase between their vacuum expectation values. In the simplest model, ratios of quark masses and the Cabibbo-Kobayashi-Maskawa (CKM) matrix including the CP violating phase are determined by the CKM element |V_{us}| and the ratio of two vacuum expectation values R=|R|e^{i*alpha} (a magnitude and a phase). It is demonstrated how the angles phi_i (i=1--3) of the unitarity triangle and the CKM off-diagonal elements |V_{ub}| and |V_{cb}| are predicted as a function of |V_{us}|, |R| and \alpha. Although the predicted value of the CP violating phase does not agree with the experimental data within the simplest model, the basic idea of our scenario would be promising to construct a more realistic model of flavor and CP violation.",hep-ph,"Shinya Kanemura, Koichi Matsuda, Toshihiko Ota, Serguey Petcov, Tetsuo Shindou, Eiichi Takasugi and Koji Tsumura","Title: CP violation due to multi Froggatt-Nielsen fields. Authors: Shinya Kanemura, Koichi Matsuda, Toshihiko Ota, Serguey Petcov, Tetsuo Shindou, Eiichi Takasugi and Koji Tsumura. Categories: hep-ph. Abstract: We study how to incorporate CP violation in the Froggatt--Nielsen (FN) mechanism. To this end, we introduce non-renormalizable interactions with a flavor democratic structure to the fermion mass generation sector. It is found that at least two iso-singlet scalar fields with imposed a discrete symmetry are necessary to generate CP violation due to the appearance of the relative phase between their vacuum expectation values. In the simplest model, ratios of quark masses and the Cabibbo-Kobayashi-Maskawa (CKM) matrix including the CP violating phase are determined by the CKM element |V_{us}| and the ratio of two vacuum expectation values R=|R|e^{i*alpha} (a magnitude and a phase). It is demonstrated how the angles phi_i (i=1--3) of the unitarity triangle and the CKM off-diagonal elements |V_{ub}| and |V_{cb}| are predicted as a function of |V_{us}|, |R| and \alpha. Although the predicted value of the CP violating phase does not agree with the experimental data within the simplest model, the basic idea of our scenario would be promising to construct a more realistic model of flavor and CP violation."
0704.0698,Rigorous Results for the Periodic Oscillation of an Adiabatic Piston,"We study a heavy piston of mass $M$ that moves in one dimension. The piston separates two gas chambers, each of which contains finitely many ideal, unit mass gas particles moving in $d$ dimensions, where $ d\geq 1$. Using averaging techniques, we prove that the actual motions of the piston converge in probability to the predicted averaged behavior on the time scale $M^ {1/2} $ when $M$ tends to infinity while the total energy of the system is bounded and the number of gas particles is fixed. Neishtadt and Sinai previously pointed out that an averaging theorem due to Anosov should extend to this situation. When $ d=1$, the gas particles move in just one dimension, and we prove that the rate of convergence of the actual motions of the piston to its averaged behavior is $\mathcal{O} (M^ {-1/2}) $ on the time scale $M^ {1/2} $. The convergence is uniform over all initial conditions in a compact set. We also investigate the piston system when the particle interactions have been smoothed. The convergence to the averaged behavior again takes place uniformly, both over initial conditions and over the amount of smoothing. In addition, we prove generalizations of our results to $N$ pistons separating $N+1$ gas chambers. We also provide a general discussion of averaging theory and the proofs of a number of previously known averaging results. In particular, we include a new proof of Anosov's averaging theorem for smooth systems that is primarily due to Dolgopyat.",math.DS math-ph math.MP,Paul Wright,"Title: Rigorous Results for the Periodic Oscillation of an Adiabatic Piston. Authors: Paul Wright. Categories: math.DS math-ph math.MP. Abstract: We study a heavy piston of mass $M$ that moves in one dimension. The piston separates two gas chambers, each of which contains finitely many ideal, unit mass gas particles moving in $d$ dimensions, where $ d\geq 1$. Using averaging techniques, we prove that the actual motions of the piston converge in probability to the predicted averaged behavior on the time scale $M^ {1/2} $ when $M$ tends to infinity while the total energy of the system is bounded and the number of gas particles is fixed. Neishtadt and Sinai previously pointed out that an averaging theorem due to Anosov should extend to this situation. When $ d=1$, the gas particles move in just one dimension, and we prove that the rate of convergence of the actual motions of the piston to its averaged behavior is $\mathcal{O} (M^ {-1/2}) $ on the time scale $M^ {1/2} $. The convergence is uniform over all initial conditions in a compact set. We also investigate the piston system when the particle interactions have been smoothed. The convergence to the averaged behavior again takes place uniformly, both over initial conditions and over the amount of smoothing. In addition, we prove generalizations of our results to $N$ pistons separating $N+1$ gas chambers. We also provide a general discussion of averaging theory and the proofs of a number of previously known averaging results. In particular, we include a new proof of Anosov's averaging theorem for smooth systems that is primarily due to Dolgopyat."
0704.0699,Thermal decomposition of norbornane (bicyclo[2.2.1]heptane) dissolved in benzene. Experimental study and mechanism investigation,"The thermal decomposition of norbornane (dissolved in benzene) has been studied in a jet stirred reactor at temperatures between 873 and 973 K, at residence times ranging from 1 to 4 s and at atmospheric pressure, leading to conversions from 0.04 to 22.6%. 25 reaction products were identified and quantified by gas chromatography, amongst which the main ones are hydrogen, ethylene and 1,3-cyclopentadiene. A mechanism investigation of the thermal decomposition of the norbornane - benzene binary mixture has been performed. Reactions involved in the mechanism have been reviewed: unimolecular initiations 1 by C-C bond scission of norbornane, fate of the generated diradicals, reactions of transfer and propagation of norbornyl radicals, reactions of benzene and cross-coupling reactions.",physics.chem-ph,"Olivier Herbinet (DCPR), Baptiste Sirjean (DCPR), Fr\'ed\'erique Battin-Leclerc (DCPR), Ren\'e Fournet (DCPR), Paul-Marie Marquaire (DCPR)","Title: Thermal decomposition of norbornane (bicyclo[2.2.1]heptane) dissolved in benzene. Experimental study and mechanism investigation. Authors: Olivier Herbinet (DCPR), Baptiste Sirjean (DCPR), Fr\'ed\'erique Battin-Leclerc (DCPR), Ren\'e Fournet (DCPR), Paul-Marie Marquaire (DCPR). Categories: physics.chem-ph. Abstract: The thermal decomposition of norbornane (dissolved in benzene) has been studied in a jet stirred reactor at temperatures between 873 and 973 K, at residence times ranging from 1 to 4 s and at atmospheric pressure, leading to conversions from 0.04 to 22.6%. 25 reaction products were identified and quantified by gas chromatography, amongst which the main ones are hydrogen, ethylene and 1,3-cyclopentadiene. A mechanism investigation of the thermal decomposition of the norbornane - benzene binary mixture has been performed. Reactions involved in the mechanism have been reviewed: unimolecular initiations 1 by C-C bond scission of norbornane, fate of the generated diradicals, reactions of transfer and propagation of norbornyl radicals, reactions of benzene and cross-coupling reactions."
